0	-2.5	-0.5
0.25	-2.50978	-0.501956
0.5	-2.53935	-0.50787
0.75	-2.58965	-0.51793
1	-2.66267	-0.532534
1.25	-2.76142	-0.552284
1.5	-2.88913	-0.577825
1.75	-3.04766	-0.609532
2	-3.23607	-0.647214
2.25	-3.45057	-0.690113
2.5	-3.68603	-0.737206
2.75	-3.9375	-0.7875
3	-4.20095	-0.84019
3.25	-4.47335	-0.894671
3.5	-4.75253	-0.950506
3.75	-5.0369	-1.00738
4	-5.32534	-1.06507
4.25	-5.61701	-1.1234
4.5	-5.91129	-1.18226
4.75	-6.2077	-1.24154
5	-6.50588	-1.30118
5.25	-6.80555	-1.36111
5.5	-7.10648	-1.4213
5.75	-7.40849	-1.4817
6	-7.71144	-1.54229
6.25	-8.01519	-1.60304
6.5	-8.31965	-1.66393
6.75	-8.62474	-1.72495
7	-8.93038	-1.78608
7.25	-9.23652	-1.8473
7.5	-9.54309	-1.90862
7.75	-9.85006	-1.97001
8	-10.1574	-2.03148
