0	-5	-0.5
0.25	-5.01955	-0.501955
0.5	-5.07844	-0.507844
0.75	-5.17739	-0.517739
1	-5.3178	-0.53178
1.25	-5.50227	-0.550227
1.5	-5.73607	-0.573607
1.75	-6.02911	-0.602911
2	-6.39245	-0.639245
2.25	-6.82411	-0.682411
2.5	-7.30683	-0.730683
2.75	-7.82308	-0.782308
3	-8.36151	-0.836151
3.25	-8.91544	-0.891544
3.5	-9.48074	-0.948074
3.75	-10.0548	-1.00548
4	-10.6356	-1.06356
4.25	-11.222	-1.1222
4.5	-11.8128	-1.18128
4.75	-12.4075	-1.24075
5	-13.0052	-1.30052
5.25	-13.6057	-1.36057
5.5	-14.2084	-1.42084
5.75	-14.8132	-1.48132
6	-15.4196	-1.54196
6.25	-16.0276	-1.60276
6.5	-16.6369	-1.66369
6.75	-17.2475	-1.72475
7	-17.859	-1.7859
7.25	-18.4715	-1.84715
7.5	-19.0848	-1.90848
7.75	-19.6989	-1.96989
8	-20.3137	-2.03137
