0	-2	-0.5
0.25	-2.00786	-0.501965
0.5	-2.03197	-0.507993
0.75	-2.07387	-0.518467
1	-2.13578	-0.533945
1.25	-2.22001	-0.555001
1.5	-2.32802	-0.582006
1.75	-2.4597	-0.614925
2	-2.61313	-0.653281
2.25	-2.78519	-0.696297
2.5	-2.97241	-0.743102
2.75	-3.17157	-0.792892
3	-3.38	-0.845001
3.25	-3.59562	-0.898906
3.5	-3.81684	-0.95421
3.75	-4.04245	-1.01061
4	-4.27156	-1.06789
4.25	-4.50348	-1.12587
4.5	-4.73768	-1.18442
4.75	-4.97377	-1.24344
5	-5.21143	-1.30286
5.25	-5.4504	-1.3626
5.5	-5.69049	-1.42262
5.75	-5.93153	-1.48288
6	-6.17339	-1.54335
6.25	-6.41597	-1.60399
6.5	-6.65916	-1.66479
6.75	-6.90291	-1.72573
7	-7.14713	-1.78678
7.25	-7.39179	-1.84795
7.5	-7.63682	-1.90921
7.75	-7.8822	-1.97055
8	-8.12788	-2.03197
