0	-4	-0.5
0.25	-4.01564	-0.501955
0.5	-4.06275	-0.507844
0.75	-4.14195	-0.517743
1	-4.25454	-0.531818
1.25	-4.40326	-0.550407
1.5	-4.59331	-0.574163
1.75	-4.83234	-0.604043
2	-5.12583	-0.640729
2.25	-5.47002	-0.683752
2.5	-5.85325	-0.731657
2.75	-6.2636	-0.78295
3	-6.6925	-0.836563
3.25	-7.13446	-0.891807
3.5	-7.58596	-0.948245
3.75	-8.0447	-1.00559
4	-8.50908	-1.06364
4.25	-8.97798	-1.12225
4.5	-9.45055	-1.18132
4.75	-9.92617	-1.24077
5	-10.4043	-1.30054
5.25	-10.8847	-1.36058
5.5	-11.3668	-1.42085
5.75	-11.8506	-1.48133
6	-12.3358	-1.54197
6.25	-12.8221	-1.60277
6.5	-13.3096	-1.6637
6.75	-13.798	-1.72475
7	-14.2872	-1.7859
7.25	-14.7772	-1.84715
7.5	-15.2679	-1.90849
7.75	-15.7592	-1.9699
8	-16.251	-2.03137
